id,y
2998,0
2999,3
3000,2
3001,3
3002,2
3003,0
3004,0
3005,1
3006,1
3007,0
3008,1
3009,3
3010,2
3011,2
3012,0
3013,2
3014,1
3015,0
3016,3
3017,1
3018,3
3019,3
3020,3
3021,2
3022,0
3023,0
3024,2
3025,1
3026,0
3027,3
3028,2
3029,2
3030,1
3031,2
3032,2
3033,2
3034,0
3035,0
3036,2
3037,2
3038,2
3039,1
3040,0
3041,3
3042,2
3043,2
3044,3
3045,2
3046,2
3047,0
3048,3
3049,2
3050,3
3051,3
3052,0
3053,2
3054,2
3055,3
3056,3
3057,2
3058,3
3059,1
3060,0
3061,2
3062,0
3063,0
3064,0
3065,2
3066,2
3067,2
3068,2
3069,0
3070,0
3071,3
3072,0
3073,3
3074,3
3075,0
3076,1
3077,1
3078,0
3079,0
3080,3
3081,2
3082,2
3083,1
3084,1
3085,2
3086,1
3087,1
3088,0
3089,0
3090,0
3091,2
3092,3
3093,0
3094,3
3095,2
3096,2
3097,1
3098,1
3099,3
3100,3
3101,0
3102,0
3103,0
3104,0
3105,2
3106,1
3107,0
3108,1
3109,2
3110,3
3111,3
3112,0
3113,0
3114,0
3115,2
3116,1
3117,0
3118,2
3119,1
3120,0
3121,0
3122,0
3123,3
3124,2
3125,1
3126,0
3127,1
3128,2
3129,3
3130,2
3131,2
3132,2
3133,2
3134,0
3135,0
3136,1
3137,3
3138,1
3139,0
3140,1
3141,3
3142,2
3143,0
3144,3
3145,2
3146,1
3147,0
3148,3
3149,2
3150,2
3151,2
3152,1
3153,1
3154,2
3155,2
3156,1
3157,1
3158,1
3159,3
3160,3
3161,3
3162,0
3163,3
3164,2
3165,0
3166,1
3167,2
3168,2
3169,2
3170,3
3171,0
3172,2
3173,2
3174,0
3175,1
3176,1
3177,2
3178,1
3179,1
3180,3
3181,3
3182,1
3183,1
3184,3
3185,3
3186,3
3187,0
3188,1
3189,3
3190,3
3191,0
3192,3
3193,1
3194,2
3195,2
3196,0
3197,1
3198,1
3199,0
3200,3
3201,0
3202,3
3203,2
3204,0
3205,0
3206,0
3207,0
3208,0
3209,3
3210,2
3211,2
3212,2
3213,0
3214,3
3215,3
3216,2
3217,0
3218,2
3219,2
3220,1
3221,0
3222,2
3223,1
3224,2
3225,1
3226,0
3227,1
3228,2
3229,1
3230,0
3231,1
3232,2
3233,0
3234,3
3235,1
3236,0
3237,1
3238,1
3239,2
3240,2
3241,0
3242,3
3243,2
3244,1
3245,3
3246,2
3247,2
3248,0
3249,1
3250,2
3251,2
3252,3
3253,1
3254,3
3255,0
3256,2
3257,3
3258,0
3259,2
3260,0
3261,3
3262,3
3263,1
3264,3
3265,1
3266,3
3267,1
3268,0
3269,0
3270,1
3271,2
3272,0
3273,2
3274,3
3275,0
3276,3
3277,1
3278,3
3279,2
3280,0
3281,3
3282,0
3283,1
3284,0
3285,0
3286,0
3287,2
3288,3
3289,3
3290,2
3291,1
3292,1
3293,2
3294,0
3295,3
3296,1
3297,1
3298,3
3299,2
3300,1
3301,2
3302,2
3303,1
3304,0
3305,3
3306,1
3307,0
3308,0
3309,1
3310,2
3311,3
3312,1
3313,0
3314,2
3315,1
3316,0
3317,1
3318,1
3319,1
3320,2
3321,3
3322,1
3323,0
3324,1
3325,1
3326,2
3327,2
3328,3
3329,3
3330,3
3331,2
3332,2
3333,1
3334,2
3335,3
3336,0
3337,2
3338,0
3339,0
3340,3
3341,2
3342,2
3343,1
3344,1
3345,1
3346,2
3347,0
3348,2
3349,1
3350,1
3351,2
3352,3
3353,3
3354,0
3355,3
3356,0
3357,2
3358,0
3359,0
3360,3
3361,0
3362,3
3363,1
3364,2
3365,2
3366,2
3367,0
3368,0
3369,1
3370,0
3371,2
3372,2
3373,1
3374,3
3375,3
3376,1
3377,0
3378,1
3379,1
3380,1
3381,2
3382,1
3383,0
3384,3
3385,0
3386,3
3387,2
3388,1
3389,1
3390,3
3391,0
3392,0
3393,1
3394,0
3395,2
3396,0
3397,0
3398,3
3399,1
3400,1
3401,0
3402,0
3403,2
3404,2
3405,3
3406,1
3407,3
3408,3
3409,0
3410,1
